iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
83	240	295	240	340	240	295	340
84	240	295	240	340	240	295	340
85	241	296	241	340	241	296	340
86	241	296	241	340	241	296	340
87	241	296	241	340	241	296	340
88	240	295	240	340	240	295	340
89	240	295	240	340	240	295	340
90	240	295	240	340	240	295	340
91	240	295	240	340	240	295	340
92	240	295	240	340	240	295	340
93	241	296	241	340	241	296	340
94	242	297	242	340	242	297	340
95	242	297	242	340	242	297	340
96	242	297	242	340	242	297	340
97	242	297	242	340	242	297	340
98	242	297	242	340	242	297	340
99	242	297	242	340	242	297	340
100	242	296	242	340	242	296	340
101	242	296	242	340	242	296	340
102	242	296	242	340	242	296	340
103	242	296	242	340	242	296	340
104	242	296	242	340	242	296	340
105	242	296	242	340	242	296	340
106	242	296	242	340	242	296	340
107	242	295	242	340	242	295	340
108	242	296	242	340	242	296	340
109	242	296	242	340	242	296	340
110	242	296	242	340	242	296	340
111	242	296	242	340	242	296	340
112	242	297	242	340	242	297	340
113	243	298	243	340	243	298	340
114	243	297	243	340	243	297	340
115	243	297	243	340	243	297	340
116	243	297	243	340	243	297	340
117	243	297	243	340	243	297	340
118	243	297	243	340	243	297	340
119	243	297	243	340	243	297	340
120	243	297	243	340	243	297	340
121	243	297	243	340	243	297	340
122	243	297	243	340	243	297	340
123	243	297	243	340	243	297	340
124	243	296	243	340	243	296	340
125	243	296	243	340	243	296	340
126	243	296	243	340	243	296	340
127	243	296	243	340	243	296	340
128	243	296	243	340	243	296	340
129	243	296	243	340	243	296	340
130	243	296	243	340	243	296	340
131	243	296	243	340	243	296	340
132	243	296	243	340	243	296	340
133	243	296	243	340	243	296	340
134	243	296	243	340	243	296	340
135	243	296	243	340	243	296	340
136	243	296	243	340	243	296	340
137	243	296	243	340	243	296	340
138	243	296	243	340	243	296	340
139	243	296	243	340	243	296	340
140	243	296	243	340	243	296	340
141	243	296	243	340	243	296	340
142	243	296	243	340	243	296	340
143	243	296	243	340	243	296	340
144	243	296	243	340	243	296	340
145	243	296	243	340	243	296	340
146	243	296	243	340	243	296	340
147	243	296	243	340	243	296	340
148	243	296	243	340	243	296	340
149	243	295	243	340	243	295	340
150	243	294	243	340	243	294	340
151	243	294	243	340	243	294	340
152	243	293	243	340	243	293	340
153	243	293	243	340	243	293	340
154	243	293	243	340	243	293	340
155	243	294	243	340	243	294	340
156	243	293	243	340	243	293	340
157	243	293	243	340	243	293	340
158	243	293	243	340	243	293	340
159	243	293	243	340	243	293	340
160	243	293	243	340	243	293	340
161	242	290	242	340	242	290	340
162	242	290	242	340	242	290	340
163	242	290	242	340	242	290	340
164	242	290	242	340	242	290	340
165	242	290	242	340	242	290	340
166	242	290	242	340	242	290	340
167	242	290	242	340	242	290	340
168	242	290	242	340	242	290	340
169	242	290	242	340	242	290	340
170	242	290	242	340	242	290	340
171	242	290	242	340	242	290	340
172	242	290	242	340	242	290	340
173	242	290	242	340	242	290	340
174	242	290	242	340	242	290	340
175	242	289	242	340	242	289	340
176	242	289	242	340	242	289	340
177	242	289	242	340	242	289	340
178	242	289	242	340	242	289	340
179	242	290	242	340	242	290	340
180	242	290	242	340	242	290	340
181	242	290	242	340	242	290	340
182	242	290	242	340	242	290	340
183	242	290	242	340	242	290	340
184	242	290	242	340	242	290	340
185	242	290	242	340	242	290	340
186	242	290	242	340	242	290	340
187	242	289	242	340	242	289	340
188	242	290	242	340	242	290	340
189	242	290	242	340	242	290	340
190	242	289	242	340	242	289	340
191	242	288	242	340	242	288	340
192	242	288	242	340	242	288	340
193	242	289	242	340	242	289	340
194	242	288	242	340	242	288	340
195	242	287	242	340	242	287	340
196	242	287	242	340	242	287	340
197	242	287	242	340	242	287	340
198	242	287	242	340	242	287	340
199	242	287	242	340	242	287	340
200	242	287	242	340	242	287	340
201	242	287	242	340	242	287	340
202	242	287	242	340	242	287	340
203	242	287	242	340	242	287	340
204	242	287	242	340	242	287	340
205	242	287	242	340	242	287	340
206	242	287	242	340	242	287	340
207	242	288	242	340	242	288	340
208	242	287	242	340	242	287	340
209	242	287	242	340	242	287	340
210	242	287	242	340	242	287	340
211	242	287	242	340	242	287	340
212	242	287	242	340	242	287	340
213	242	287	242	340	242	287	340
214	242	287	242	340	242	287	340
215	242	287	242	340	242	287	340
216	242	287	242	340	242	287	340
217	242	287	242	340	242	287	340
218	242	287	242	340	242	287	340
219	242	287	242	340	242	287	340
220	242	287	242	340	242	287	340
221	242	287	242	340	242	287	340
222	242	286	242	340	242	286	340
223	242	287	242	340	242	287	340
224	242	285	242	340	242	285	340
225	242	285	242	340	242	285	340
226	242	286	242	340	242	286	340
227	242	286	242	340	242	286	340
228	242	286	242	340	242	286	340
229	242	286	242	340	242	286	340
230	242	285	242	340	242	285	340
231	242	285	242	340	242	285	340
232	242	285	242	340	242	285	340
233	242	285	242	340	242	285	340
234	242	285	242	340	242	285	340
235	242	285	242	340	242	285	340
236	242	285	242	340	242	285	340
237	242	285	242	340	242	285	340
238	242	286	242	340	242	286	340
239	242	286	242	340	242	286	340
240	242	286	242	340	242	286	340
241	242	285	242	340	242	285	340
242	242	285	242	340	242	285	340
243	242	285	242	340	242	285	340
244	242	285	242	340	242	285	340
245	242	285	242	340	242	285	340
246	242	285	242	340	242	285	340
247	242	285	242	340	242	285	340
248	242	285	242	340	242	285	340
249	242	285	242	340	242	285	340
250	242	285	242	340	242	285	340
251	242	285	242	340	242	285	340
252	242	285	242	340	242	285	340
253	242	285	242	340	242	285	340
254	242	285	242	340	242	285	340
255	242	285	242	340	242	285	340
256	242	285	242	340	242	285	340
257	242	284	242	340	242	284	340
258	242	284	242	340	242	284	340
259	242	284	242	340	242	284	340
260	242	284	242	340	242	284	340
261	242	284	242	340	242	284	340
262	242	284	242	340	242	284	340
263	242	284	242	340	242	284	340
264	242	284	242	340	242	284	340
265	242	284	242	340	242	284	340
266	242	284	242	340	242	284	340
267	243	285	243	340	243	285	340
268	243	285	243	340	243	285	340
269	243	285	243	340	243	285	340
270	243	285	243	340	243	285	340
271	243	285	243	340	243	285	340
272	243	285	243	340	243	285	340
273	243	285	243	340	243	285	340
274	243	285	243	340	243	285	340
275	243	285	243	340	243	285	340
276	243	285	243	340	243	285	340
277	243	285	243	340	243	285	340
278	243	285	243	340	243	285	340
279	243	285	243	340	243	285	340
280	243	285	243	340	243	285	340
281	243	285	243	340	243	285	340
282	243	285	243	340	243	285	340
283	243	285	243	340	243	285	340
284	243	285	243	340	243	285	340
285	243	285	243	340	243	285	340
286	243	285	243	340	243	285	340
287	243	285	243	340	243	285	340
288	243	285	243	340	243	285	340
289	243	285	243	340	243	285	340
290	244	286	244	340	244	286	340
291	244	286	244	340	244	286	340
292	244	286	244	340	244	286	340
293	243	285	243	340	243	285	340
294	242	283	242	340	242	283	340
295	243	284	243	340	243	284	340
296	243	284	243	340	243	284	340
297	242	283	242	340	242	283	340
298	242	283	242	340	242	283	340
299	242	283	242	340	242	283	340
300	242	283	242	340	242	283	340
301	242	283	242	340	242	283	340
302	242	283	242	340	242	283	340
303	242	283	242	340	242	283	340
304	242	283	242	340	242	283	340
305	242	283	242	340	242	283	340
306	242	283	242	340	242	283	340
307	242	283	242	340	242	283	340
308	242	283	242	340	242	283	340
309	242	283	242	340	242	283	340
310	242	283	242	340	242	283	340
311	242	283	242	340	242	283	340
312	242	283	242	340	242	283	340
313	242	283	242	340	242	283	340
314	242	283	242	340	242	283	340
315	242	283	242	340	242	283	340
316	242	283	242	340	242	283	340
317	242	283	242	340	242	283	340
318	242	283	242	340	242	283	340
319	242	283	242	340	242	283	340
320	242	283	242	340	242	283	340
321	242	282	242	340	242	282	340
322	242	282	242	340	242	282	340
323	242	282	242	340	242	282	340
324	242	282	242	340	242	282	340
325	242	282	242	340	242	282	340
326	242	282	242	340	242	282	340
327	242	282	242	340	242	282	340
328	242	282	242	340	242	282	340
329	242	282	242	340	242	282	340
330	242	282	242	340	242	282	340
331	242	282	242	340	242	282	340
332	242	282	242	340	242	282	340
333	242	282	242	340	242	282	340
334	242	282	242	340	242	282	340
335	242	282	242	340	242	282	340
336	242	282	242	340	242	282	340
337	242	282	242	340	242	282	340
338	242	282	242	340	242	282	340
339	242	282	242	340	242	282	340
340	242	282	242	340	242	282	340
341	242	282	242	340	242	282	340
342	242	282	242	340	242	282	340
343	242	282	242	340	242	282	340
344	242	282	242	340	242	282	340
345	243	283	243	340	243	283	340
346	242	282	242	340	242	282	340
347	243	283	243	340	243	283	340
348	243	283	243	340	243	283	340
349	243	283	243	340	243	283	340
350	243	283	243	340	243	283	340
351	242	282	242	340	242	282	340
352	242	282	242	340	242	282	340
353	242	282	242	340	242	282	340
354	243	283	243	340	243	283	340
355	243	283	243	340	243	283	340
356	243	283	243	340	243	283	340
357	243	283	243	340	243	283	340
358	243	283	243	340	243	283	340
359	242	282	242	340	242	282	340
360	243	283	243	340	243	283	340
361	243	283	243	340	243	283	340
362	243	283	243	340	243	283	340
363	243	283	243	340	243	283	340
364	243	283	243	340	243	283	340
365	243	283	243	340	243	283	340
366	243	283	243	340	243	283	340
367	243	283	243	340	243	283	340
368	243	283	243	340	243	283	340
369	243	283	243	340	243	283	340
370	243	283	243	340	243	283	340
371	243	283	243	340	243	283	340
372	243	283	243	340	243	283	340
373	243	283	243	340	243	283	340
374	243	283	243	340	243	283	340
375	243	283	243	340	243	283	340
376	243	283	243	340	243	283	340
377	243	283	243	340	243	283	340
378	243	283	243	340	243	283	340
379	243	283	243	340	243	283	340
380	243	283	243	340	243	283	340
381	243	283	243	340	243	283	340
382	243	283	243	340	243	283	340
383	243	283	243	340	243	283	340
384	243	283	243	340	243	283	340
385	242	282	242	340	242	282	340
386	242	282	242	340	242	282	340
387	242	282	242	340	242	282	340
388	242	282	242	340	242	282	340
389	242	282	242	340	242	282	340
390	242	282	242	340	242	282	340
391	242	282	242	340	242	282	340
392	242	282	242	340	242	282	340
393	242	282	242	340	242	282	340
394	242	282	242	340	242	282	340
395	242	282	242	340	242	282	340
396	242	282	242	340	242	282	340
397	242	282	242	340	242	282	340
398	242	282	242	340	242	282	340
399	242	282	242	340	242	282	340
400	242	282	242	340	242	282	340
401	242	282	242	340	242	282	340
402	242	282	242	340	242	282	340
403	242	282	242	340	242	282	340
404	242	282	242	340	242	282	340
405	242	282	242	340	242	282	340
406	242	282	242	340	242	282	340
407	242	282	242	340	242	282	340
408	242	282	242	340	242	282	340
409	242	282	242	340	242	282	340
410	241	280	241	340	241	280	340
411	241	280	241	340	241	280	340
412	241	280	241	340	241	280	340
413	241	280	241	340	241	280	340
414	241	280	241	340	241	280	340
415	241	280	241	340	241	280	340
416	241	280	241	340	241	280	340
417	241	280	241	340	241	280	340
418	241	280	241	340	241	280	340
419	241	280	241	340	241	280	340
420	241	280	241	340	241	280	340
421	241	280	241	340	241	280	340
422	241	280	241	340	241	280	340
423	241	280	241	340	241	280	340
424	241	280	241	340	241	280	340
425	241	280	241	340	241	280	340
426	241	280	241	340	241	280	340
427	241	280	241	340	241	280	340
428	241	280	241	340	241	280	340
429	241	280	241	340	241	280	340
430	241	280	241	340	241	280	340
431	241	280	241	340	241	280	340
432	241	280	241	340	241	280	340
433	241	280	241	340	241	280	340
434	241	280	241	340	241	280	340
435	241	280	241	340	241	280	340
436	241	280	241	340	241	280	340
437	241	280	241	340	241	280	340
438	241	280	241	340	241	280	340
439	241	280	241	340	241	280	340
440	241	280	241	340	241	280	340
441	241	280	241	340	241	280	340
442	241	280	241	340	241	280	340
443	241	280	241	340	241	280	340
444	241	280	241	340	241	280	340
445	241	280	241	340	241	280	340
446	241	280	241	340	241	280	340
447	241	280	241	340	241	280	340
448	241	280	241	340	241	280	340
449	241	280	241	340	241	280	340
450	241	280	241	340	241	280	340
451	241	280	241	340	241	280	340
452	241	280	241	340	241	280	340
453	241	280	241	340	241	280	340
454	241	280	241	340	241	280	340
455	241	280	241	340	241	280	340
456	241	280	241	340	241	280	340
457	241	280	241	340	241	280	340
458	241	280	241	340	241	280	340
459	241	280	241	340	241	280	340
460	241	280	241	340	241	280	340
461	241	280	241	340	241	280	340
462	241	280	241	340	241	280	340
463	242	281	242	340	242	281	340
464	242	281	242	340	242	281	340
465	242	281	242	340	242	281	340
466	242	281	242	340	242	281	340
467	242	281	242	340	242	281	340
468	242	281	242	340	242	281	340
469	242	281	242	340	242	281	340
470	242	281	242	340	242	281	340
471	242	281	242	340	242	281	340
472	242	281	242	340	242	281	340
473	242	281	242	340	242	281	340
474	242	281	242	340	242	281	340
475	242	281	242	340	242	281	340
476	242	281	242	340	242	281	340
477	242	281	242	340	242	281	340
478	242	281	242	340	242	281	340
479	242	281	242	340	242	281	340
480	242	281	242	340	242	281	340
481	242	281	242	340	242	281	340
482	242	281	242	340	242	281	340
483	242	281	242	340	242	281	340
484	242	281	242	340	242	281	340
485	242	281	242	340	242	281	340
486	242	281	242	340	242	281	340
487	242	281	242	340	242	281	340
488	242	281	242	340	242	281	340
489	242	281	242	340	242	281	340
490	242	281	242	340	242	281	340
491	242	281	242	340	242	281	340
492	242	281	242	340	242	281	340
493	242	281	242	340	242	281	340
494	242	281	242	340	242	281	340
495	242	281	242	340	242	281	340
496	242	281	242	340	242	281	340
497	242	281	242	340	242	281	340
498	242	281	242	340	242	281	340
499	242	281	242	340	242	281	340
500	242	281	242	340	242	281	340
501	242	281	242	340	242	281	340
502	242	281	242	340	242	281	340
503	242	281	242	340	242	281	340
504	242	281	242	340	242	281	340
505	242	281	242	340	242	281	340
506	242	281	242	340	242	281	340
507	242	281	242	340	242	281	340
508	242	281	242	340	242	281	340
509	242	281	242	340	242	281	340
510	242	281	242	340	242	281	340
511	242	281	242	340	242	281	340
512	242	281	242	340	242	281	340
513	242	281	242	340	242	281	340
514	242	281	242	340	242	281	340
515	242	281	242	340	242	281	340
516	242	281	242	340	242	281	340
517	242	281	242	340	242	281	340
518	242	281	242	340	242	281	340
519	242	281	242	340	242	281	340
520	242	281	242	340	242	281	340
521	242	281	242	340	242	281	340
522	242	281	242	340	242	281	340
523	242	281	242	340	242	281	340
524	242	281	242	340	242	281	340
525	242	281	242	340	242	281	340
526	242	281	242	340	242	281	340
527	242	281	242	340	242	281	340
528	242	281	242	340	242	281	340
529	242	281	242	340	242	281	340
530	242	281	242	340	242	281	340
531	242	281	242	340	242	281	340
532	242	281	242	340	242	281	340
533	242	281	242	340	242	281	340
534	242	281	242	340	242	281	340
535	242	281	242	340	242	281	340
536	242	281	242	340	242	281	340
537	242	281	242	340	242	281	340
538	242	281	242	340	242	281	340
539	242	281	242	340	242	281	340
540	242	281	242	340	242	281	340
541	242	281	242	340	242	281	340
542	242	281	242	340	242	281	340
543	242	281	242	340	242	281	340
544	242	281	242	340	242	281	340
545	242	281	242	340	242	281	340
546	242	281	242	340	242	281	340
547	242	281	242	340	242	281	340
548	242	281	242	340	242	281	340
549	242	281	242	340	242	281	340
550	242	281	242	340	242	281	340
551	242	281	242	340	242	281	340
552	242	281	242	340	242	281	340
553	242	281	242	340	242	281	340
554	242	281	242	340	242	281	340
555	242	281	242	340	242	281	340
556	242	281	242	340	242	281	340
557	242	281	242	340	242	281	340
558	242	281	242	340	242	281	340
559	242	281	242	340	242	281	340
560	242	281	242	340	242	281	340
561	242	281	242	340	242	281	340
562	242	281	242	340	242	281	340
563	242	281	242	340	242	281	340
564	242	281	242	340	242	281	340
565	242	281	242	340	242	281	340
566	242	281	242	340	242	281	340
567	242	281	242	340	242	281	340
568	242	281	242	340	242	281	340
569	242	281	242	340	242	281	340
570	242	281	242	340	242	281	340
571	242	281	242	340	242	281	340
572	242	281	242	340	242	281	340
573	242	281	242	340	242	281	340
574	242	281	242	340	242	281	340
575	242	281	242	340	242	281	340
576	242	281	242	340	242	281	340
577	242	281	242	340	242	281	340
578	242	281	242	340	242	281	340
579	242	281	242	340	242	281	340
580	242	281	242	340	242	281	340
581	242	281	242	340	242	281	340
582	242	281	242	340	242	281	340
583	242	281	242	340	242	281	340
584	242	281	242	340	242	281	340
585	242	281	242	340	242	281	340
586	242	281	242	340	242	281	340
587	242	281	242	340	242	281	340
588	242	281	242	340	242	281	340
589	242	281	242	340	242	281	340
590	242	281	242	340	242	281	340
591	242	281	242	340	242	281	340
592	242	281	242	340	242	281	340
593	242	281	242	340	242	281	340
594	242	281	242	340	242	281	340
595	242	281	242	340	242	281	340
596	242	281	242	340	242	281	340
597	242	281	242	340	242	281	340
598	242	281	242	340	242	281	340
599	242	281	242	340	242	281	340
600	242	281	242	340	242	281	340
601	242	281	242	340	242	281	340
602	242	281	242	340	242	281	340
603	242	281	242	340	242	281	340
604	242	281	242	340	242	281	340
605	242	281	242	340	242	281	340
606	242	281	242	340	242	281	340
607	242	281	242	340	242	281	340
608	242	281	242	340	242	281	340
609	242	281	242	340	242	281	340
610	242	281	242	340	242	281	340
611	242	281	242	340	242	281	340
612	242	281	242	340	242	281	340
613	242	281	242	340	242	281	340
614	242	281	242	340	242	281	340
615	242	281	242	340	242	281	340
616	242	281	242	340	242	281	340
617	242	281	242	340	242	281	340
618	242	281	242	340	242	281	340
619	242	281	242	340	242	281	340
620	242	281	242	340	242	281	340
621	242	281	242	340	242	281	340
622	242	281	242	340	242	281	340
623	242	281	242	340	242	281	340
624	242	281	242	340	242	281	340
625	242	281	242	340	242	281	340
626	242	281	242	340	242	281	340
627	242	281	242	340	242	281	340
628	242	281	242	340	242	281	340
629	243	282	243	340	243	282	340
630	243	282	243	340	243	282	340
631	243	282	243	340	243	282	340
632	243	282	243	340	243	282	340
633	243	282	243	340	243	282	340
634	243	282	243	340	243	282	340
635	243	282	243	340	243	282	340
636	243	282	243	340	243	282	340
637	243	282	243	340	243	282	340
638	243	282	243	340	243	282	340
639	243	282	243	340	243	282	340
640	244	283	244	340	244	283	340
641	244	283	244	340	244	283	340
642	244	283	244	340	244	283	340
643	244	283	244	340	244	283	340
644	244	283	244	340	244	283	340
645	244	283	244	340	244	283	340
646	244	283	244	340	244	283	340
647	244	283	244	340	244	283	340
648	244	282	244	340	244	282	340
649	244	282	244	340	244	282	340
650	244	282	244	340	244	282	340
651	244	282	244	340	244	282	340
652	244	282	244	340	244	282	340
653	244	282	244	340	244	282	340
654	244	282	244	340	244	282	340
655	244	282	244	340	244	282	340
656	244	282	244	340	244	282	340
657	244	282	244	340	244	282	340
658	244	282	244	340	244	282	340
659	244	282	244	340	244	282	340
660	244	282	244	340	244	282	340
661	244	282	244	340	244	282	340
662	244	282	244	340	244	282	340
663	244	282	244	340	244	282	340
664	244	282	244	340	244	282	340
665	244	282	244	340	244	282	340
666	244	282	244	340	244	282	340
667	244	282	244	340	244	282	340
668	244	281	244	340	244	281	340
669	244	281	244	340	244	281	340
670	244	281	244	340	244	281	340
671	244	281	244	340	244	281	340
672	244	281	244	340	244	281	340
673	244	281	244	340	244	281	340
674	244	281	244	340	244	281	340
675	244	281	244	340	244	281	340
676	244	281	244	340	244	281	340
677	244	281	244	340	244	281	340
678	244	281	244	340	244	281	340
679	243	280	243	340	243	280	340
680	243	280	243	340	243	280	340
681	243	280	243	340	243	280	340
682	243	280	243	340	243	280	340
683	243	280	243	340	243	280	340
684	243	280	243	340	243	280	340
685	243	280	243	340	243	280	340
686	243	280	243	340	243	280	340
687	243	280	243	340	243	280	340
688	243	280	243	340	243	280	340
689	243	280	243	340	243	280	340
690	243	280	243	340	243	280	340
691	243	280	243	340	243	280	340
692	243	280	243	340	243	280	340
693	243	280	243	340	243	280	340
694	243	280	243	340	243	280	340
695	243	280	243	340	243	280	340
696	243	280	243	340	243	280	340
697	243	280	243	340	243	280	340
698	243	280	243	340	243	280	340
699	243	279	243	340	243	279	340
700	243	279	243	340	243	279	340
701	243	278	243	340	243	278	340
702	243	278	243	340	243	278	340
703	243	278	243	340	243	278	340
704	243	278	243	340	243	278	340
705	243	278	243	340	243	278	340
706	243	278	243	340	243	278	340
707	243	278	243	340	243	278	340
708	243	278	243	340	243	278	340
709	243	278	243	340	243	278	340
710	243	278	243	340	243	278	340
711	243	278	243	340	243	278	340
712	243	278	243	340	243	278	340
713	243	278	243	340	243	278	340
714	243	278	243	340	243	278	340
715	243	278	243	340	243	278	340
716	243	279	243	340	243	279	340
717	243	278	243	340	243	278	340
718	243	278	243	340	243	278	340
719	243	278	243	340	243	278	340
720	243	278	243	340	243	278	340
721	243	279	243	340	243	279	340
722	243	277	243	340	243	277	340
723	243	277	243	340	243	277	340
724	243	277	243	340	243	277	340
725	243	278	243	340	243	278	340
726	243	278	243	340	243	278	340
727	243	277	243	340	243	277	340
728	243	277	243	340	243	277	340
729	243	278	243	340	243	278	340
730	243	278	243	340	243	278	340
731	243	278	243	340	243	278	340
732	243	278	243	340	243	278	340
733	243	278	243	340	243	278	340
734	243	278	243	340	243	278	340
735	243	278	243	340	243	278	340
736	243	278	243	340	243	278	340
737	243	278	243	340	243	278	340
738	243	278	243	340	243	278	340
739	243	278	243	340	243	278	340
740	243	278	243	340	243	278	340
741	243	278	243	340	243	278	340
742	243	278	243	340	243	278	340
743	243	278	243	340	243	278	340
744	243	278	243	340	243	278	340
745	243	277	243	340	243	277	340
746	243	277	243	340	243	277	340
747	243	277	243	340	243	277	340
748	243	277	243	340	243	277	340
749	243	276	243	340	243	276	340
750	243	276	243	340	243	276	340
751	243	277	243	340	243	277	340
752	243	276	243	340	243	276	340
753	243	276	243	340	243	276	340
754	243	276	243	340	243	276	340
755	243	276	243	340	243	276	340
756	243	276	243	340	243	276	340
757	243	276	243	340	243	276	340
758	243	276	243	340	243	276	340
759	243	276	243	340	243	276	340
760	243	276	243	340	243	276	340
761	243	276	243	340	243	276	340
762	243	276	243	340	243	276	340
763	243	276	243	340	243	276	340
764	243	276	243	340	243	276	340
765	243	276	243	340	243	276	340
766	243	276	243	340	243	276	340
767	243	276	243	340	243	276	340
768	243	276	243	340	243	276	340
769	244	277	244	340	244	277	340
770	244	277	244	340	244	277	340
771	244	277	244	340	244	277	340
772	244	277	244	340	244	277	340
773	244	277	244	340	244	277	340
774	244	277	244	340	244	277	340
775	244	277	244	340	244	277	340
776	244	277	244	340	244	277	340
777	244	277	244	340	244	277	340
778	244	277	244	340	244	277	340
779	244	277	244	340	244	277	340
780	244	277	244	340	244	277	340
781	244	277	244	340	244	277	340
782	244	277	244	340	244	277	340
783	244	277	244	340	244	277	340
784	244	277	244	340	244	277	340
785	244	277	244	340	244	277	340
786	244	277	244	340	244	277	340
787	244	277	244	340	244	277	340
788	244	277	244	340	244	277	340
789	244	275	244	340	244	275	340
790	244	275	244	340	244	275	340
791	244	275	244	340	244	275	340
792	244	275	244	340	244	275	340
793	244	275	244	340	244	275	340
794	244	275	244	340	244	275	340
795	244	275	244	340	244	275	340
796	244	275	244	340	244	275	340
797	244	275	244	340	244	275	340
798	244	275	244	340	244	275	340
799	244	275	244	340	244	275	340
800	244	275	244	340	244	275	340
801	244	275	244	340	244	275	340
802	244	275	244	340	244	275	340
803	244	275	244	340	244	275	340
804	244	275	244	340	244	275	340
805	244	276	244	340	244	276	340
806	244	276	244	340	244	276	340
807	244	276	244	340	244	276	340
808	244	276	244	340	244	276	340
809	244	276	244	340	244	276	340
810	244	276	244	340	244	276	340
811	244	276	244	340	244	276	340
812	244	276	244	340	244	276	340
813	244	276	244	340	244	276	340
814	244	276	244	340	244	276	340
815	244	276	244	340	244	276	340
816	244	276	244	340	244	276	340
817	244	276	244	340	244	276	340
818	244	276	244	340	244	276	340
819	244	276	244	340	244	276	340
820	244	276	244	340	244	276	340
821	244	276	244	340	244	276	340
822	244	276	244	340	244	276	340
823	244	275	244	340	244	275	340
824	244	275	244	340	244	275	340
825	244	275	244	340	244	275	340
826	244	275	244	340	244	275	340
827	244	275	244	340	244	275	340
828	244	275	244	340	244	275	340
829	244	275	244	340	244	275	340
830	244	274	244	340	244	274	340
831	244	274	244	340	244	274	340
832	244	274	244	340	244	274	340
833	244	274	244	340	244	274	340
834	244	274	244	340	244	274	340
835	244	274	244	340	244	274	340
836	244	274	244	340	244	274	340
837	244	274	244	340	244	274	340
838	244	274	244	340	244	274	340
839	244	274	244	340	244	274	340
840	244	274	244	340	244	274	340
841	244	274	244	340	244	274	340
842	244	274	244	340	244	274	340
843	244	274	244	340	244	274	340
844	244	274	244	340	244	274	340
845	244	274	244	340	244	274	340
846	244	274	244	340	244	274	340
847	244	274	244	340	244	274	340
848	244	274	244	340	244	274	340
849	244	274	244	340	244	274	340
850	244	274	244	340	244	274	340
851	244	274	244	340	244	274	340
852	244	274	244	340	244	274	340
853	244	274	244	340	244	274	340
854	244	274	244	340	244	274	340
855	244	274	244	340	244	274	340
856	244	274	244	340	244	274	340
857	244	274	244	340	244	274	340
858	244	274	244	340	244	274	340
859	244	274	244	340	244	274	340
860	244	274	244	340	244	274	340
861	243	273	243	340	243	273	340
862	243	273	243	340	243	273	340
863	244	274	244	340	244	274	340
864	244	274	244	340	244	274	340
865	244	274	244	340	244	274	340
866	244	274	244	340	244	274	340
